table_name,column_name,field_name
table1348,column53018,religion
table1348,column53020,Email2
table1348,column53021,SPOUSENAME
table1348,column53022,ISCANCELLED
table1348,column53023,CREATEDDT
table1348,column53024,CREATEDBY
table1348,column53026,GSTIN
table1348,column53028,VOTERIDNO
table1348,column53019,StatuS
table1348,column52991,Sales Org
table1348,column52990,Payment Terms
table1348,column53011,Birth Date
table1348,column53000,Coa-pplicant Email id
table1348,column52996,Company code
table1348,column52995,Reconciliation Account
table1324,column26059,Total Effective Rate
table1348,column57272,Office City
table1348,column57274,Office Pincode
table1348,column57275,Office Email Id
table1348,column57273,Office State
table1348,column57281,Office House number
table1348,column57282,Office Street1
table1348,column57283,Office Street2
table1348,column26354,Date of Birth Date
table1348,column57524,Bank ID
table1348,column58793,Alternate Mobile No
table1348,column58713,Enquiry No
table1348,column26337,Mobile
table1348,column61151,GST No
table1410,column30302,Remarks
table1395,column30304,Remarks
table1407,column67492,Vendor COC
table1407,column67493,GST Declaration
table1407,column48632,Business Group Class
table1406,column27926,Unit Description
table1407,column70176,Under CP
table1407,column70177,CP Name
table1413,column70224,Department
table1413,column70225,Key Result Area
table1413,column70227,KPI Index 1
table1413,column70228,KPI Index 2
table1413,column70229,KPI Index 3
table1413,column70230,KPI Index 4
table1413,column70231,KPI Index 5
table1407,column27970,Tax Category
table1410,column28009,Narration
table1402,column30307,Remarks
table1401,column30306,Remarks
table1416,column30032,Deposit Amount as on 01/04/2012
table1416,column30033,Repaid Til Date 31/01/2013
table1416,column31596,Details of Security
table1410,column28616,Total Advance Adjustment
table1407,column67344,MSME Type
table1407,column48479,MSME No.
table1407,column27974,PAN/IT No
table1410,column32078,Original Invoice No.
table1410,column33415,Original Invoice Date
table1407,column27962,Pincode
table1379,column26992,Amount
table1379,column26991,Total Perc.
table1409,column27991,Against Ledger
table1397,column27747,Sr No.
table1407,column48589,Applicable Price Catalogue From
table1407,column48590,Business Category
table1407,column48630,Business Entity
table1411,column29319,Asset Name
table1407,column48631,Business Relation
table1407,column48633,Business Relation With Parent Entity
table1407,column48679,Parent Business Entity Code
table1407,column48680,Parent Business Entity Name
table1407,column47929,Want To Main Separate Stock
table1415,column68807,Net Amount
table1378,column26874,Percentage
table1378,column26872,Sr. No
table1418,column28922,Narration
table1421,column28473,Start Date unsed
table1379,column26987,Particulars
table1419,column28431,unused4
table1418,column28522,Brk Cheque Date
table1419,column28515,Sr.No.
table1419,column28423,unusedst
table1411,column29135,Unused Sales Depreciation
table1419,column28424,unusedst1
table1419,column28429,ununsed3
table1415,column28529,Sr No
table1419,column28418,Partly Refund
table1418,column28412,Depositors
table1413,column28337,Role of Designation
table1379,column26989,Prev Perc
table1379,column26986,Sr
table1379,column26990,Current Perc
table1379,column26988,Percentage
table1421,column28467,Maturity Details
table1397,column27751,Total Amount Payment Schedule
table1411,column28904,Revaluation Date
table1396,column30305,Remarks
table1396,column27723,Address
table1396,column27724,Particular
table1414,column28438,Vat Amount
table1414,column28436,Vat Rate
table1415,column28357,Asset ID
table1414,column28441,Narration
table1414,column28439,Net Total
table1400,column27775,BG Number
table1407,column29079,Remarks
table1400,column27776,Particular
table1389,column27617,Esclation Material Entries
table1388,column27619,Total
table1389,column27621,S. No
table1390,column27629,S. No
table1391,column27740,Total
table1413,column31848,Name of Company
table1413,column28336,Designation Name
table1415,column28372,Asset Activity
table1416,column56278,Narration
table1416,column56279,Remarks
table1415,column28921,Purchase Bill No
table1414,column56806,Document Required For Asset Closing
table1409,column28005,Debit Credit Voucher Entries
table1387,column27573,Turnover (Declared Good At Rate 5%)
table1387,column27574,Turnover 14.5%
table1419,column28477,Int Cheque No
table1419,column28420,Net Tds Rate
table1419,column28449,unused2
table1387,column27579,Input Tax 5%
table1387,column27580,Input Tax 5.5%
table1383,column27367,Unit
table1391,column27644,End Date
table1391,column27643,Start Date
table1391,column27641,ESL No@ESL/Y/M/3
table1391,column27642,Date
table1391,column27646,Name of Company
table1387,column27581,Input Tax 14%
table1387,column27585,Less: Sale Tax Deducted
table1409,column32076,Ledger Type
table1411,column28905,Additional IT Depreciation Percentage
table1411,column28902,IT Depreciation Percentage
table1411,column28254,Depreciation Percentage
table1391,column27649,Contractor Name
table1388,column27608,Date
table1388,column36103,Item Code
table1387,column27588,Cheque No
table1399,column27764,Total Amount
table1389,column27623,Q
table1398,column27757,Value
table1399,column27761,Paid On
table1399,column27762,Principal Amount
table1399,column27763,Interest
table1390,column27635,Li
table1389,column27624,C0
table1383,column27363,Basic Rate Year
table1407,column43552,Company Status New
table1407,column34242,Vendor IFSC Code
table1407,column27977,CST No
table1387,column27586,Net VAT Tax Payable on Work Contact
table1422,column28484,Cr Amount
table1422,column28485,Dr Amount
table1396,column27720,Name of Company
table1389,column27626,C
table1420,column28462,Broker Name
table1396,column27719,Project Name
table1396,column36065,Bank Name
table1396,column27727,BG Limit
table1419,column28426,Brk Service Tax Rate
table1418,column28621,Interest Days
table1387,column27575,Output Tax 5%
table1387,column27569,Add 10% Profit Margin
table1387,column27835,15 Ledger
table1387,column27836,16 Ledger
table1387,column27570,Total Exemptions
table1387,column27837,17 Ledger
table1387,column27571,Taxable Turn Over
table1396,column36068,Tender No.
table1372,column26727,Date
table1374,column26743,Due Date
table1396,column36131,Bank BG Number
table1395,column27714,Description
table1395,column27752,Last Installment Date
table1398,column27766,Bill Details
table1387,column27851,Start Date
table1395,column27710,Total Bank Charges Amount
table1395,column27712,Interest Rate
table1395,column27753,Interest Amount
table1395,column27715,Amt
table1388,column27610,End Date
table1395,column27711,Principal Amount
table1411,column28901,IT Opening Amount
table1411,column28256,Opening Amount
table1411,column28255,Net Value
table1399,column27767,Installment Details
table1374,column26742,Date
table1396,column36069,Unused Date
table1396,column36130,Tender Value
table1388,column27611,Project Name
table1374,column26745,Bill End Date
table1387,column27852,End Date
table1375,column26800,Rent Aggrement Date
table1375,column26759,Registration Date
table1375,column26760,Agreement Payment Schedule Start
table1375,column26761,Agreement Payment Schedule End
table1375,column26776,Sale Date
table1407,column27956,Contact Person
table1410,column28041,Name of Company
table1407,column28129,Contact Person1
table1407,column28135,FAX No
table1375,column26763,Receipt Date
table1375,column26784,Licence End Date
table1395,column27704,Name of Client
table1377,column26815,Receipt Date
table1376,column26809,Date of Birth
table1377,column26828,Licence Start Date
table1377,column26829,Licence End Date
table1388,column27615,Contractor Name
table1417,column28397,Date
table1417,column28396,Broker Code@BKR/4
table1417,column28399,Address
table1417,column28403,Brokerage Rate
table1387,column27829,09 Ledger
table1374,column26744,Ref No
table1387,column27826,06 Ledger
table1387,column27559,Repairs & Replacement of P&M
table1396,column34633,Unutilized Amount
table1417,column28545,Company Status
table1407,column27972,Company Type
table1387,column27822,02 Ledger
table1402,column28736,Remind From Date
table1402,column27793,FD Number
table1402,column27796,Amount
table1402,column28735,Reminder
table1402,column27794,Date
table1402,column27795,FD Interest Rate
table1407,column43725,Import Export Code
table1402,column28737,Reminder to E Mails
table1402,column27798,Utilize Against BG Number
table1402,column27797,Maturity Date
table1401,column27786,Date
table1401,column27790,Effective Date
table1401,column29215,Name of Company
table1401,column27787,LC Number
table1401,column27785,LC Issue To
table1401,column27788,LC Opening Charges
table1401,column27789,LC Interest Charges
table1416,column28385,Start Date
table1416,column28388,Tds Category
table1416,column32082,Company Status
table1407,column28136,Website
table1416,column28392,Spl Tds Rate
table1416,column28445,Cheque No
table1416,column31623,Processing Fees
table1416,column28446,Payment Mode
table1416,column28378,Date
table1416,column28383,PAN
table1416,column28382,Depositor Address
table1416,column31616,Professional Fees
table1416,column28961,Last Renew Date
table1416,column28386,Maturity Date
table1416,column28387,Deposit Amount
table1416,column31586,Loan Account No
table1416,column28454,Bank/Cash Account
table1416,column28550,Accounts Ledger
table1416,column28549,Accounts Group
table1416,column28455,Cheque Date
table1416,column31615,Repayment Schedule
table1416,column31597,Project Insurance Details
table1416,column31585,Amount of Securities
table1387,column27828,08 Ledger
table1387,column27845,25 Ledger
table1387,column27821,01 Ledger
table1387,column27847,27 Ledger
table1387,column27830,10 Ledger
table1387,column27841,21 Ledger
table1387,column27842,22 Ledger
table1387,column27827,07 Ledger
table1387,column27843,23 Ledger
table1387,column27844,24 Ledger
table1407,column28133,Mobile No
table1416,column28444,Bank Branch
table1410,column28617,Adjust Against Advance
table1416,column28443,Bank Name
table1416,column32083,Company Type
table1395,column27707,Particular
table1411,column28203,Depreciation Amount
table1407,column44249,Permanent Address
table1411,column28334,IT Closing Amount
table1395,column27708,DPG Number
table1411,column31590,Depreciation Correction Amount
table1411,column28309,IT Depreciation On
table1410,column28012,Transaction Type
table1410,column28003,Voucher No@Y/M/4
table1395,column27713,Item Purchase From
table1395,column27705,Sub Project
table1395,column27709,Installment Date
table1416,column28740,Term in Days
table1417,column28401,Service Tax Number
table1417,column28534,Category of S.Tax
table1387,column27550,Sub Project
table1409,column36105,Item Code
table1387,column27583,Total input Tax Rebate (B)
table1387,column27584,Tax Liability (A-B)
table1387,column27838,18 Ledger
table1387,column27848,28 Ledger
table1387,column27849,29 Ledger
table1387,column27850,30 Ledger
table1387,column27549,Name of Client
table1387,column27824,04 Ledger
table1387,column27825,05 Ledger
table1387,column27831,11 Ledger
table1387,column27832,12 Ledger
